index,Formula,Phase,state,batch
595,Ag40Mg50Y10,RMG,No Procesado,10
596,Ag41Cu23Fe36,RMG,No Procesado,13
597,Ag45Al20Mg35,RMG,No Procesado,16
598,Ag45Ce2Cu53,CRA,No Procesado,1
599,Ag45Ce3Cu52,RMG,No Procesado,2
600,Ag45Ce4Cu51,RMG,No Procesado,6
601,Ag45Ce5Cu50,RMG,No Procesado,3
602,Ag46.2Mg15.4Ca38.4,BMG,No Procesado,2
603,Ag46.2Mg23.1Ca30.7,BMG,No Procesado,16
604,Ag46.2Mg30.7Ca23.1,BMG,No Procesado,19
605,Ag46Cu12Fe42,RMG,No Procesado,17
606,Ag49Cu29Fe22,CRA,No Procesado,11
607,Ag4Pd79.5Si16.5,RMG,No Procesado,1
608,Ag5.5Cu87P7.5,CRA,No Procesado,9
609,Ag5.5Pd78Si16.5,RMG,No Procesado,7
610,Ag50Ce10Cu40,RMG,No Procesado,14
611,Ag50Ce2Cu48,CRA,No Procesado,7
612,Ag50Ce3Cu47,RMG,No Procesado,19
613,Ag50Ce4Cu46,RMG,No Procesado,9
614,Ag50Ce5Cu45,RMG,No Procesado,7
615,Ag50Mg20Y30,CRA,No Procesado,9
616,Ag50Mg30Y20,RMG,No Procesado,10
617,Ag50Mg40Y10,CRA,No Procesado,17
618,Ag51Cu13Fe36,CRA,No Procesado,19
619,Ag53.8Mg15.4Ca30.8,BMG,No Procesado,10
620,Ag53.8Mg23.1Ca23.1,BMG,No Procesado,9
621,Ag55Ce5Cu40,RMG,No Procesado,16
622,Ag55Ce6Cu39,RMG,No Procesado,13
623,Ag55Ce8Cu37,RMG,No Procesado,2
624,Ag58Cu32Fe10,CRA,No Procesado,7
625,Ag5Ce5Cu90,CRA,No Procesado,4
626,Ag5Ce6Cu89,CRA,No Procesado,10
627,Ag5Ce8Cu87,CRA,No Procesado,15
628,Ag5Mg80Y15,RMG,No Procesado,17
629,Ag5Mg85Y10,CRA,No Procesado,19
630,Ag5Mg90Y5,CRA,No Procesado,17
631,Ag5Pd77Si18,RMG,No Procesado,1
632,Ag5Pd79Si16,RMG,No Procesado,7
633,Ag6.7Pd76.8Si16.5,RMG,No Procesado,12
634,Ag60Ce10Cu30,CRA,No Procesado,15
635,Ag60Ce3Cu37,CRA,No Procesado,1
636,Ag60Ce5Cu35,CRA,No Procesado,20
637,Ag60Mg20Y20,CRA,No Procesado,16
638,Ag61.5Mg15.4Ca23.1,BMG,No Procesado,19
639,Ag61.5Mg23.1Ca15.4,BMG,No Procesado,20
640,Ag62Cu30Fe8,CRA,No Procesado,13
641,Ag63Cu8Fe29,CRA,No Procesado,16
642,Ag6Ce8Cu86,CRA,No Procesado,18
643,Ag6Pd77.5Si16.5,RMG,No Procesado,6
644,Ag7.1Cu85.2P7.7,RMG,No Procesado,9
645,Ag7.5Cu85.5P7,RMG,No Procesado,20
646,Ag7.5Cu86P6.5,CRA,No Procesado,3
647,Ag70Ce10Cu20,CRA,No Procesado,8
648,Ag70Ce5Cu25,CRA,No Procesado,4
649,Ag7Cu84.5P8.5,CRA,No Procesado,13
650,Ag8.5Pd75Si16.5,RMG,No Procesado,2
651,Ag8.9Cu83.5P7.6,RMG,No Procesado,6
652,Ag9Cu82.5P8.5,CRA,No Procesado,18
653,Ag9Cu82.8P8.2,RMG,No Procesado,17
654,Ag9Cu84.5P6.5,CRA,No Procesado,9
655,Ag9Cu84P7,RMG,No Procesado,19
656,Ag9Cu85P6,CRA,No Procesado,10
657,Al0.018Fe89.982Zr10,RMG,No Procesado,7
658,Al0.036Fe89.964Zr10,RMG,No Procesado,10
659,Al0.054Fe89.946Zr10,RMG,No Procesado,9
660,Al0.09Fe89.91Zr10,RMG,No Procesado,16
661,Al10Ca60Ga30,RMG,No Procesado,8
662,Al10Ce10Cu80,CRA,No Procesado,12
663,Al10Ce2Cu88,CRA,No Procesado,13
664,Al10Ce4Cu86,CRA,No Procesado,9
665,Al10Ce6Cu84,CRA,No Procesado,20
666,Al10Ce8Cu82,RMG,No Procesado,17
667,Al10Cu10La80,CRA,No Procesado,16
668,Al10Cu10Ti80,CRA,No Procesado,1
669,Al10Cu20La70,CRA,No Procesado,2
670,Al10Cu20Ti70,CRA,No Procesado,13
671,Al10Cu25Hf65,RMG,No Procesado,16
672,Al10Cu25Ti65,RMG,No Procesado,2
673,Al10Cu25Zr65,RMG,No Procesado,8
674,Al10Cu30La60,RMG,No Procesado,6
675,Al10Cu30Ti60,RMG,No Procesado,18
676,Al10Cu35Ti55,RMG,No Procesado,6
677,Al10Cu36Y54,RMG,No Procesado,2
678,Al10Cu50La40,CRA,No Procesado,17
679,Al10Cu50Ti40,RMG,No Procesado,15
680,Al10Cu60La30,CRA,No Procesado,20
681,Al10Cu60Ti30,RMG,No Procesado,11
682,Al10Cu70La20,CRA,No Procesado,16
683,Al10Cu70Ti20,CRA,No Procesado,5
684,Al10Cu80La10,CRA,No Procesado,1
685,Al10Cu80Nd10,CRA,No Procesado,17
686,Al10Cu82Nd8,RMG,No Procesado,19
687,Al10Cu84Nd6,CRA,No Procesado,10
688,Al10Cu86Nd4,CRA,No Procesado,11
689,Al10Cu88Nd2,CRA,No Procesado,18
690,Al10Hf65Ni25,RMG,No Procesado,6
691,Al10La10Ni80,CRA,No Procesado,3
692,Al10La20Ni70,CRA,No Procesado,14
693,Al10La25Ni65,CRA,No Procesado,12
694,Al10La30Ni60,RMG,No Procesado,13
695,Al10La35Ni55,RMG,No Procesado,7
696,Al10La40Ni50,RMG,No Procesado,6
697,Al10La45Ni45,RMG,No Procesado,4
698,Al10La50Ni40,RMG,No Procesado,5
699,Al10La55Ni35,RMG,No Procesado,14
700,Al10La60Ni30,RMG,No Procesado,6
701,Al10La65Ni25,RMG,No Procesado,20
702,Al10La70Ni20,RMG,No Procesado,14
703,Al10La75Ni15,RMG,No Procesado,7
704,Al10La80Ni10,RMG,No Procesado,2
705,Al10La86Ni4,RMG,No Procesado,4
706,Al10Mg40Zn50,CRA,No Procesado,8
707,Al10Mg50Zn40,CRA,No Procesado,5
708,Al10Mg60Zn30,CRA,No Procesado,16
709,Al10Mg65Zn25,RMG,No Procesado,12
710,Al10Mg70Zn20,RMG,No Procesado,4
711,Al10Mg75Zn15,RMG,No Procesado,19
712,Al10Mg80Zn10,CRA,No Procesado,9
713,Al10Mg85Zn5,CRA,No Procesado,6
714,Al10Ni10Zr80,RMG,No Procesado,16
715,Al10Ni15Zr75,RMG,No Procesado,13
716,Al10Ni20Zr70,RMG,No Procesado,7
717,Al10Ni25Ti65,RMG,No Procesado,15
718,Al10Ni25Zr65,RMG,No Procesado,10
719,Al10Ni30Ti60,RMG,No Procesado,10
720,Al10Ni30Zr60,RMG,No Procesado,1
721,Al10Ni32.4Zr57.6,RMG,No Procesado,10
722,Al10Ni35Zr55,RMG,No Procesado,5
723,Al10Ni36Ti54,RMG,No Procesado,11
724,Al10Ni40Ti50,RMG,No Procesado,9
725,Al10Ni40Zr50,RMG,No Procesado,4
726,Al10Ni45Ti45,CRA,No Procesado,3
727,Al10Ni50Zr40,RMG,No Procesado,5
728,Al10Ni55Zr35,RMG,No Procesado,18
729,Al10Ni5Zr85,CRA,No Procesado,19
730,Al10Ni60Zr30,RMG,No Procesado,18
731,Al10Ni70Ti20,CRA,No Procesado,12
732,Al10Ni70Zr20,CRA,No Procesado,2
733,Al10Ni80Zr10,CRA,No Procesado,8
734,Al11La27Ni62,RMG,No Procesado,10
735,Al11La87Ni2,RMG,No Procesado,6
736,Al11Ni60Zr29,RMG,No Procesado,20
737,Al11Ni6Zr83,RMG,No Procesado,16
738,Al12B10Co78,CRA,No Procesado,8
739,Al12B10Fe78,CRA,No Procesado,14
740,Al12B14Co74,CRA,No Procesado,5
741,Al12B14Fe74,RMG,No Procesado,1
742,Al12B14Ni74,CRA,No Procesado,2
743,Al12B18Co70,RMG,No Procesado,16
744,Al12B18Ni70,RMG,No Procesado,5
745,Al12B22Co66,RMG,No Procesado,15
746,Al12B22Fe66,RMG,No Procesado,5
747,Al12B22Ni66,RMG,No Procesado,4
748,Al12B26Co62,RMG,No Procesado,14
749,Al12B26Ni62,RMG,No Procesado,4
750,Al12B30Co58,RMG,No Procesado,4
751,Al12B30Ni58,RMG,No Procesado,5
752,Al12B34Co54,RMG,No Procesado,20
753,Al12B34Ni54,RMG,No Procesado,12
754,Al12B38Co50,RMG,No Procesado,19
755,Al12B6Co82,CRA,No Procesado,10
756,Al12B6Fe82,CRA,No Procesado,19
757,Al12Ce10Cu78,CRA,No Procesado,5
758,Al12Ce6Cu82,CRA,No Procesado,4
759,Al12Ce8Cu80,RMG,No Procesado,7
760,Al12Cu78Nd10,CRA,No Procesado,19
761,Al12Cu80Nd8,RMG,No Procesado,16
762,Al12Cu82Nd6,CRA,No Procesado,14
763,Al12Cu84Nd4,CRA,No Procesado,11
764,Al12Ga12Mg76,RMG,No Procesado,14
765,Al13Ni58Zr29,RMG,No Procesado,7
766,Al14Ce10Cu76,CRA,No Procesado,6
767,Al14Ce6Cu80,CRA,No Procesado,20
768,Al14Ce8Cu78,CRA,No Procesado,17
769,Al14Cu76Nd10,CRA,No Procesado,20
770,Al14Cu78Nd8,CRA,No Procesado,14
771,Al14Cu80Nd6,CRA,No Procesado,20
772,Al14Cu82Nd4,CRA,No Procesado,16
773,Al14Ni4Zr82,RMG,No Procesado,5
774,Al15Ca70Mg15,RMG,No Procesado,14
775,Al15Cu20Zr65,RMG,No Procesado,3
776,Al15Cu25La60,RMG,No Procesado,7
777,Al15Cu25Ti60,RMG,No Procesado,12
778,Al15Cu25Zr60,RMG,No Procesado,6
779,Al15Cu30Ti55,RMG,No Procesado,7
780,Al15Cu34Ti51,RMG,No Procesado,19
781,Al15Cu34Y51,RMG,No Procesado,16
782,Al15Cu35Ti50,RMG,No Procesado,19
783,Al15Cu40Ti45,RMG,No Procesado,15
784,Al15Cu50Ti35,RMG,No Procesado,16
785,Al15Cu60Ti25,RMG,No Procesado,16
786,Al15Fe15Zr70,RMG,No Procesado,16
787,Al15Fe56.7Tb28.3,CRA,No Procesado,4
788,Al15La25Ni60,CRA,No Procesado,3
789,Al15La26Ni59,RMG,No Procesado,13
790,Al15La30Ni55,RMG,No Procesado,6
791,Al15La40Ni45,RMG,No Procesado,6
792,Al15La50Ni35,RMG,No Procesado,5
793,Al15La55Ni30,RMG,No Procesado,20
794,Al15La60Ni25,RMG,No Procesado,11
795,Al15La65Ni20,RMG,No Procesado,13
796,Al15La70Ni15,RMG,No Procesado,2
797,Al15La75Ni10,RMG,No Procesado,4
798,Al15La80Ni5,RMG,No Procesado,19
799,Al15Mg70Zn15,CRA,No Procesado,12
800,Al15Mg75Zn10,CRA,No Procesado,20
801,Al15Mg80Zn5,CRA,No Procesado,9
802,Al15Mn15Zr70,RMG,No Procesado,3
803,Al15Ni10Zr75,RMG,No Procesado,3
804,Al15Ni15Zr70,RMG,No Procesado,18
805,Al15Ni20Zr65,RMG,No Procesado,20
806,Al15Ni25Ti60,RMG,No Procesado,15
807,Al15Ni30.6Zr54.4,RMG,No Procesado,12
808,Al15Ni30Zr55,RMG,No Procesado,9
809,Al15Ni35Zr50,RMG,No Procesado,8
810,Al15Ni40Zr45,RMG,No Procesado,14
811,Al15Ni45Zr40,RMG,No Procesado,14
812,Al15Ni50Zr35,RMG,No Procesado,2
813,Al15Ni55Zr30,RMG,No Procesado,4
814,Al15Ni5Zr80,RMG,No Procesado,19
815,Al15Ni75Zr10,CRA,No Procesado,1
816,Al16B10Co74,CRA,No Procesado,2
817,Al16B10Fe74,CRA,No Procesado,20
818,Al16B14Co70,RMG,No Procesado,11
819,Al16B14Fe70,RMG,No Procesado,9
820,Al16B14Ni70,CRA,No Procesado,17
821,Al16B18Co66,RMG,No Procesado,11
822,Al16B18Fe66,RMG,No Procesado,10
823,Al16B18Ni66,RMG,No Procesado,4
824,Al16B22Co62,RMG,No Procesado,19
825,Al16B22Fe62,RMG,No Procesado,15
826,Al16B22Ni62,RMG,No Procesado,13
827,Al16B26Co58,RMG,No Procesado,14
828,Al16B26Fe58,RMG,No Procesado,11
829,Al16B26Ni58,RMG,No Procesado,14
830,Al16B30Co54,RMG,No Procesado,8
831,Al16B30Ni54,RMG,No Procesado,4
832,Al16B34Co50,RMG,No Procesado,11
833,Al16B34Ni50,RMG,No Procesado,10
834,Al16B38Ni46,RMG,No Procesado,7
835,Al16Ni56Zr28,RMG,No Procesado,19
836,Al17La24Ni59,RMG,No Procesado,3
837,Al18Ga36Mg46,RMG,No Procesado,5
838,Al18Ni2Zr80,RMG,No Procesado,2
839,Al18Ni54Zr28,RMG,No Procesado,1
840,Al19La22Ni59,RMG,No Procesado,5
841,Al1La49Ni50,RMG,No Procesado,17
842,Al1La81Ni18,RMG,No Procesado,18
843,Al1Ni16Zr83,RMG,No Procesado,6
844,Al2.5Fe65Tb32.5,RMG,No Procesado,16
845,Al20B10Co70,CRA,No Procesado,10
846,Al20B14Co66,CRA,No Procesado,9
847,Al20B14Fe66,RMG,No Procesado,13
848,Al20B14Ni66,CRA,No Procesado,4
849,Al20B18Co62,CRA,No Procesado,17
850,Al20B18Fe62,RMG,No Procesado,17
851,Al20B18Ni62,RMG,No Procesado,8
852,Al20B22Co58,CRA,No Procesado,12
853,Al20B22Ni58,RMG,No Procesado,19
854,Al20B26Co54,RMG,No Procesado,16
855,Al20B26Fe54,RMG,No Procesado,16
856,Al20B26Ni54,RMG,No Procesado,2
857,Al20B30Co50,RMG,No Procesado,4
858,Al20B30Fe50,RMG,No Procesado,10
859,Al20B30Ni50,RMG,No Procesado,4
860,Al20B34Co46,RMG,No Procesado,16
861,Al20B34Fe46,RMG,No Procesado,4
862,Al20B34Ni46,RMG,No Procesado,16
863,Al20B38Co42,RMG,No Procesado,8
864,Al20B40Ni40,RMG,No Procesado,4
865,Al20Ca10Mg70,RMG,No Procesado,7
866,Al20Ca60Ga20,RMG,No Procesado,8
867,Al20Cr10Zr70,RMG,No Procesado,10
868,Al20Cu10La70,CRA,No Procesado,13
869,Al20Cu10Ti70,CRA,No Procesado,1
870,Al20Cu15Zr65,RMG,No Procesado,2
871,Al20Cu20La60,RMG,No Procesado,2
872,Al20Cu20Ti60,CRA,No Procesado,1
873,Al20Cu25La55,RMG,No Procesado,3
874,Al20Cu25Zr55,RMG,No Procesado,9
875,Al20Cu30Ti50,RMG,No Procesado,14
876,Al20Cu32Ti48,RMG,No Procesado,7
877,Al20Cu32Y48,RMG,No Procesado,10
878,Al20Cu35Ti45,RMG,No Procesado,9
879,Al20Cu40La40,RMG,No Procesado,11
880,Al20Cu50La30,RMG,No Procesado,11
881,Al20Cu50Ti30,RMG,No Procesado,15
882,Al20Cu60La20,CRA,No Procesado,16
883,Al20Cu60Ti20,RMG,No Procesado,5
884,Al20Cu70Ti10,CRA,No Procesado,8
885,Al20La10Ni70,CRA,No Procesado,13
886,Al20La20Ni60,CRA,No Procesado,12
887,Al20La30Ni50,RMG,No Procesado,3
888,Al20La35Ni45,RMG,No Procesado,14
889,Al20La40Ni40,RMG,No Procesado,19
890,Al20La45Ni35,RMG,No Procesado,18
891,Al20La50Ni30,RMG,No Procesado,5
892,Al20La55Ni25,RMG,No Procesado,19
893,Al20La60Ni20,RMG,No Procesado,5
894,Al20La65Ni15,RMG,No Procesado,3
895,Al20La70Ni10,RMG,No Procesado,15
896,Al20La75Ni5,RMG,No Procesado,8
897,Al20Mg40Zn40,CRA,No Procesado,1
898,Al20Mg50Zn30,CRA,No Procesado,12
899,Al20Mg60Zn20,CRA,No Procesado,18
900,Al20Mg70Zn10,CRA,No Procesado,17
901,Al20Ni10Zr70,RMG,No Procesado,18
902,Al20Ni15Zr65,RMG,No Procesado,20
903,Al20Ni20Ti60,RMG,No Procesado,19
904,Al20Ni20Zr60,RMG,No Procesado,2
905,Al20Ni25Zr55,RMG,No Procesado,1
906,Al20Ni28.8Zr51.2,RMG,No Procesado,19
907,Al20Ni2Zr78,RMG,No Procesado,15
908,Al20Ni30Ti50,RMG,No Procesado,9
909,Al20Ni30Zr50,RMG,No Procesado,4
910,Al20Ni32Ti48,RMG,No Procesado,6
911,Al20Ni35Zr45,RMG,No Procesado,2
912,Al20Ni40Ti40,RMG,No Procesado,18
913,Al20Ni40Zr40,RMG,No Procesado,19
914,Al20Ni45Zr35,RMG,No Procesado,16
915,Al20Ni50Zr30,RMG,No Procesado,15
916,Al20Ni52Zr28,RMG,No Procesado,17
917,Al20Ni60Zr20,CRA,No Procesado,14
918,Al20Ni70Zr10,CRA,No Procesado,2
919,Al21La20Ni59,RMG,No Procesado,16
920,Al22.5B10Tb67.5,RMG,No Procesado,17
921,Al22.5Ca70Mg7.5,RMG,No Procesado,11
922,Al22.5Fe67.5Zr10,RMG,No Procesado,15
923,Al22Ni2Zr76,RMG,No Procesado,5
924,Al22Ni50Zr28,RMG,No Procesado,17
925,Al24B14Ni62,CRA,No Procesado,17
926,Al24B18Ni58,CRA,No Procesado,16
927,Al24B22Co54,CRA,No Procesado,17
928,Al24B22Ni54,CRA,No Procesado,2
929,Al24B26Co50,RMG,No Procesado,6
930,Al24B26Ni50,RMG,No Procesado,3
931,Al24B34Co42,RMG,No Procesado,12
932,Al24B40Co36,RMG,No Procesado,15
933,Al24La18Ni58,RMG,No Procesado,4
934,Al24Ni2Zr74,RMG,No Procesado,5
935,Al24Ni48Zr28,RMG,No Procesado,13
936,Al25Au20La55,RMG,No Procesado,12
937,Al25Ce55Ni20,RMG,No Procesado,12
938,Al25Cr20La55,RMG,No Procesado,12
939,Al25Cu10La65,RMG,No Procesado,17
940,Al25Cu15La60,RMG,No Procesado,11
941,Al25Cu25La50,RMG,No Procesado,10
942,Al25Cu25Ti50,CRA,No Procesado,1
943,Al25Cu30Ti45,CRA,No Procesado,6
944,Al25Cu35La40,RMG,No Procesado,20
945,Al25Cu35Ti40,RMG,No Procesado,13
946,Al25Cu50Mn25,CRA,No Procesado,13
947,Al25Cu50Ti25,RMG,No Procesado,13
948,Al25Cu55Ti20,RMG,No Procesado,14
949,Al25Cu5Ti70,CRA,No Procesado,20
950,Al25Fe20La55,RMG,No Procesado,17
951,Al25Gd55Ni20,BMG,No Procesado,7
952,Al25La20Ni55,RMG,No Procesado,17
953,Al25La30Ni45,RMG,No Procesado,19
954,Al25La40Ni35,RMG,No Procesado,8
955,Al25La45Ni30,RMG,No Procesado,8
956,Al25La50Ni25,RMG,No Procesado,4
957,Al25La55Mn20,RMG,No Procesado,1
958,Al25La55Pt20,RMG,No Procesado,6
959,Al25La55Zn20,RMG,No Procesado,16
960,Al25La60Ni15,RMG,No Procesado,14
961,Al25La65Ni10,RMG,No Procesado,1
962,Al25La70Ni5,RMG,No Procesado,18
963,Al25Nd55Ni20,RMG,No Procesado,7
964,Al25Ni10Zr65,RMG,No Procesado,16
965,Al25Ni15Zr60,RMG,No Procesado,4
966,Al25Ni20Sm55,RMG,No Procesado,2
967,Al25Ni20Y55,RMG,No Procesado,5
968,Al25Ni20Zr55,RMG,No Procesado,12
969,Al25Ni25Ti50,RMG,No Procesado,14
970,Al25Ni25Zr50,RMG,No Procesado,16
971,Al25Ni27Zr48,RMG,No Procesado,2
972,Al25Ni30Zr45,RMG,No Procesado,4
973,Al25Ni35Ti40,RMG,No Procesado,1
974,Al25Ni35Zr40,RMG,No Procesado,4
975,Al25Ni40Zr35,RMG,No Procesado,14
976,Al25Ni45Zr30,RMG,No Procesado,14
977,Al25Ni5Zr70,RMG,No Procesado,2
978,Al26La18Ni56,RMG,No Procesado,20
979,Al26Ni46Zr28,RMG,No Procesado,19
980,Al26Ni4Zr70,RMG,No Procesado,20
981,Al26Ni8Zr66,RMG,No Procesado,8
982,Al27Ni10Zr63,RMG,No Procesado,9
983,Al27Ni6Zr67,RMG,No Procesado,11
984,Al28B22Ni50,CRA,No Procesado,3
985,Al28B30Ni42,CRA,No Procesado,13
986,Al28La18Ni54,RMG,No Procesado,12
987,Al28Ni12Zr60,RMG,No Procesado,13
988,Al28Ni44Zr28,RMG,No Procesado,7
989,Al2Ce10Cu88,CRA,No Procesado,4
990,Al2Ce6Cu92,CRA,No Procesado,8
991,Al2Ce8Cu90,CRA,No Procesado,15
992,Al2Co88Zr10,RMG,No Procesado,7
993,Al2Cu88Nd10,CRA,No Procesado,15
994,Al2Cu90Nd8,CRA,No Procesado,17
995,Al2Cu92Nd6,CRA,No Procesado,2
996,Al2La39Ni59,RMG,No Procesado,11
997,Al2La40Ni58,RMG,No Procesado,3
998,Al2La42Ni56,RMG,No Procesado,8
999,Al2La44Ni54,RMG,No Procesado,20
1000,Al2La82Ni16,RMG,No Procesado,15
1001,Al2Ni14Zr84,RMG,No Procesado,19
1002,Al2Ni66Zr32,RMG,No Procesado,6
1003,Al2Ni88Zr10,RMG,No Procesado,13
1004,Al30Ca60Ga10,RMG,No Procesado,18
1005,Al30Cu10La60,RMG,No Procesado,13
1006,Al30Cu10Ti60,CRA,No Procesado,13
1007,Al30Cu15La55,RMG,No Procesado,14
1008,Al30Cu20La50,RMG,No Procesado,18
1009,Al30Cu20Ti50,CRA,No Procesado,9
1010,Al30Cu28Y42,RMG,No Procesado,11
1011,Al30Cu30Ti40,CRA,No Procesado,4
1012,Al30Cu35La35,RMG,No Procesado,18
1013,Al30Cu40La30,RMG,No Procesado,20
1014,Al30Cu40Ti30,CRA,No Procesado,4
1015,Al30Cu50La20,CRA,No Procesado,11
1016,Al30Cu50Ti20,RMG,No Procesado,14
1017,Al30Cu60La10,CRA,No Procesado,2
1018,Al30La10Ni60,CRA,No Procesado,12
1019,Al30La15Ni55,CRA,No Procesado,14
1020,Al30La18Ni52,RMG,No Procesado,17
1021,Al30La20Ni50,RMG,No Procesado,11
1022,Al30La25Ni45,RMG,No Procesado,14
1023,Al30La30Ni40,RMG,No Procesado,12
1024,Al30La35Ni35,RMG,No Procesado,16
1025,Al30La40Ni30,RMG,No Procesado,20
1026,Al30La45Ni25,RMG,No Procesado,11
1027,Al30La50Ni20,RMG,No Procesado,10
1028,Al30La55Ni15,RMG,No Procesado,4
1029,Al30La60Ni10,RMG,No Procesado,18
1030,Al30La65Ni5,RMG,No Procesado,2
1031,Al30Mg40Zn30,CRA,No Procesado,12
1032,Al30Mg50Zn20,CRA,No Procesado,7
1033,Al30Mg60Zn10,CRA,No Procesado,12
1034,Al30Ni10Zr60,CRA,No Procesado,6
1035,Al30Ni14Zr56,RMG,No Procesado,17
1036,Al30Ni15Zr55,RMG,No Procesado,18
1037,Al30Ni20Zr50,RMG,No Procesado,13
1038,Al30Ni25Zr45,RMG,No Procesado,16
1039,Al30Ni28Ti42,RMG,No Procesado,20
1040,Al30Ni30Zr40,RMG,No Procesado,18
1041,Al30Ni35Zr35,RMG,No Procesado,14
1042,Al30Ni40Zr30,RMG,No Procesado,3
1043,Al30Ni42Zr28,RMG,No Procesado,13
1044,Al30Ni50Zr20,CRA,No Procesado,16
1045,Al30Ni60Zr10,CRA,No Procesado,17
1046,Al31Ni50Ti19,CRA,No Procesado,2
1047,Al32La18Ni50,RMG,No Procesado,6
1048,Al32Ni16Zr52,RMG,No Procesado,11
1049,Al32Ni20Zr48,RMG,No Procesado,1
1050,Al32Ni40Zr28,RMG,No Procesado,5
1051,Al33.4Fe33.3Gd33.3,RMG,No Procesado,15
1052,Al33Ni22Zr45,RMG,No Procesado,13
1053,Al33Ni38Zr29,RMG,No Procesado,2
1054,Al34La18Ni48,RMG,No Procesado,13
1055,Al34Ni20Zr46,RMG,No Procesado,8
1056,Al34Ni24Zr42,RMG,No Procesado,12
1057,Al34Ni34Zr32,RMG,No Procesado,6
1058,Al34Ni36Zr30,RMG,No Procesado,19
1059,Al35Cu10La55,RMG,No Procesado,10
1060,Al35Cu15La50,RMG,No Procesado,13
1061,Al35Cu40Ti25,CRA,No Procesado,20
1062,Al35Cu45Ti20,CRA,No Procesado,3
1063,Al35Cu50Ti15,RMG,No Procesado,13
1064,Al35Cu5Ti60,CRA,No Procesado,13
1065,Al35La30Ni35,RMG,No Procesado,1
1066,Al35La40Ni25,RMG,No Procesado,20
1067,Al35La50Ni15,RMG,No Procesado,14
1068,Al35La60Ni5,RMG,No Procesado,8
1069,Al35Ni26Zr39,RMG,No Procesado,8
1070,Al35Ni35Zr30,RMG,No Procesado,7
1071,Al36La18Ni46,RMG,No Procesado,20
1072,Al36Ni30Zr34,RMG,No Procesado,15
1073,Al38Cr10Ge52,RMG,No Procesado,2
1074,Al38La18Ni44,RMG,No Procesado,4
1075,Al3Fe80P17,RMG,No Procesado,1
1076,Al3La83Ni14,RMG,No Procesado,7
1077,Al40Cu10La50,CRA,No Procesado,13
1078,Al40Cu10Ti50,CRA,No Procesado,13
1079,Al40Cu20La40,CRA,No Procesado,1
1080,Al40Cu20Ti40,CRA,No Procesado,10
1081,Al40Cu30La30,CRA,No Procesado,18
1082,Al40Cu30Ti30,CRA,No Procesado,19
1083,Al40Cu40La20,CRA,No Procesado,4
1084,Al40Cu40Ti20,CRA,No Procesado,12
1085,Al40Cu50Ti10,RMG,No Procesado,15
1086,Al40La10Ni50,CRA,No Procesado,9
1087,Al40La15Ni45,CRA,No Procesado,16
1088,Al40La18Ni42,RMG,No Procesado,19
1089,Al40La20Ni40,RMG,No Procesado,7
1090,Al40La25Ni35,RMG,No Procesado,10
1091,Al40La30Ni30,RMG,No Procesado,2
1092,Al40La35Ni25,RMG,No Procesado,16
1093,Al40La40Ni20,RMG,No Procesado,12
1094,Al40La45Ni15,RMG,No Procesado,16
1095,Al40La50Ni10,RMG,No Procesado,5
1096,Al40La55Ni5,RMG,No Procesado,5
1097,Al40Mg40Zn20,CRA,No Procesado,1
1098,Al40Mg50Zn10,CRA,No Procesado,17
1099,Al40Mn25Si35,CRA,No Procesado,9
1100,Al40Ni10Zr50,CRA,No Procesado,20
1101,Al40Ni20Zr40,CRA,No Procesado,13
1102,Al40Ni30Zr30,CRA,No Procesado,20
1103,Al40Ni40Zr20,CRA,No Procesado,8
1104,Al40Ni50Ti10,CRA,No Procesado,3
1105,Al40Ni50Zr10,CRA,No Procesado,10
1106,Al42Co10Ge48,RMG,No Procesado,6
1107,Al42Fe10Ge48,RMG,No Procesado,10
1108,Al42Ge48Mn10,RMG,No Procesado,2
1109,Al42La18Ni40,RMG,No Procesado,12
1110,Al42Mg44Pd14,CRA,No Procesado,2
1111,Al43Mg44Pd13,CRA,No Procesado,7
1112,Al44La18Ni38,RMG,No Procesado,9
1113,Al45Cr15Si40,CRA,No Procesado,8
1114,Al45Cr20Si35,CRA,No Procesado,19
1115,Al45Cu10Ti45,CRA,No Procesado,7
1116,Al45Cu20Ti35,CRA,No Procesado,12
1117,Al45Cu35Ti20,CRA,No Procesado,8
1118,Al45Cu40Ti15,CRA,No Procesado,2
1119,Al45Cu5Ti50,CRA,No Procesado,15
1120,Al45Ge40V15,CRA,No Procesado,2
1121,Al45La40Ni15,RMG,No Procesado,1
1122,Al45Mn20Si35,RMG,No Procesado,18
1123,Al48La18Ni34,RMG,No Procesado,4
1124,Al48Mg22Pd30,CRA,No Procesado,7
1125,Al4B10Co86,CRA,No Procesado,6
1126,Al4B14Co82,CRA,No Procesado,9
1127,Al4B14Fe82,RMG,No Procesado,9
1128,Al4B18Co78,RMG,No Procesado,6
1129,Al4B18Fe78,RMG,No Procesado,12
1130,Al4B18Ni78,RMG,No Procesado,7
1131,Al4B22Co74,RMG,No Procesado,1
1132,Al4B22Fe74,RMG,No Procesado,19
1133,Al4B22Ni74,RMG,No Procesado,12
1134,Al4B26Co70,RMG,No Procesado,1
1135,Al4B26Ni70,RMG,No Procesado,3
1136,Al4B30Co66,RMG,No Procesado,9
1137,Al4B30Ni66,RMG,No Procesado,12
1138,Al4B34Co62,RMG,No Procesado,7
